Entry ID,Entry Number,Entry Name,Entry Type,Entry Rhythm,Entry Lyrics,Note Image Name,Type Entry Image
MLF-43-RSD-MSD,43,جا زمان الانشراح,الرصد,مصدّر,"جا زمان الانشراح :: والرياض عبق وفاح
قم يا سيد الملاح :: نمزجوا راحًا براح
قم يا بدر البدور :: ديرلي شرب المدام
بين دوحان الشّجور :: والنوّار في الإبتسام
نسمعوا حسّ الطيور :: تنشد بأفصح كلام
عندما أقراب الصّباح :: غرّد القمري العقار 
في قطيع من ذهب :: يا خديد الجلنار
ينجلي عنّي الكرب :: يا شبيه ظبي القفار",MLF-43-RSD-MSD.png,RSD.PNG
MLF-44-RSD-MSD,44,ذاك النهار,الرصد,مصدّر,"ذاك النهار نرى إنسيابي
شربنا مدام يفني الخوابي
شمس الضحى تحت السّحاب
تارة تغيب وتارة تشرق دير لي المدام البدر زوّق ديرلي الشّراب مع من نعشق
قد أشرقت عن كل جهة
جرّ النسيم ذيلو عليها
ديار الكرام بيضا نزيهة
ديار الكرام بيضا تحلّق ديرلي المدام البدر زوّق ديرلي الشراب مع من نعشق
لون العسل آش ريت منّي
أنا نعشقك وأنت تجنّي
جاك الرقيب وغواك عنّي
حتى في الكرى نومي مقلّق ديرلي المدام البدر زوّق ديرلي الشراب مع من نعشق
في هذا المليح نفني فنوني
دعني يا قبيح نقضي ديوني
ننده ونصيح ردّوا جنوني
قلا راحتي راح معتّق ديرلي المدام البدر زوّق ديرلي الشّراب مع من نعشق",MLF-44-RSD-MSD.png,RSD.PNG
MLF-45-RSD-MSD,45,عشقت سلطان الملاح,الرصد,مصدّر,"عشقت سلطان الملاح :: وأنا بيه صرت مليح
ولاح لي ضيّ الصّباح :: وصرت في حالي طريح
في حبّه قتلي صلاح :: نعم وننطق بالبيريح
قل لي آش علي من جناح إذا هويت بدر التمام
في حبّه قتلي صلاح لسيّدي نرعى الدّمام
محمد هو درهمي :: ندفعه حيث نسير
أصل المحبّة موسمي :: نعم وعيدنا الكبير
هذا الشيء ما هو من شيمي :: مع كلّ صادق وحقير
قل لي آش علي من جناح إذا هويت بدر التمام
في حبّه قتلي صلاح لسيّدي نرعى الدّمام",MLF-45-RSD-MSD.png,RSD.PNG
MLF-46-RSD-MSD,46,قد هاجت أشواقي,الرصد,مصدّر,"قد هاجت أشواقي وأنا صرت شايب
وضاقت أخلاقي من بعد الحبايب
إسقينا يا ساقي من خمر طايب
إملي كؤوس الرّاح عن كلّ جيهة :: أزهي وتيه وأفرح وأعمل نزيهة
يا طلعة الزّهراء فوح يا قماري
قصدي أزور زورة كي تطفي ناري
ونقيم له حضرة في وسط داري
قد غيّبوا عنّي غيبة طويلة :: آش نعمل يا ربي ما بيدي حيلة",MLF-46-RSD-MSD.png,RSD.PNG
MLF-47-RSD-MSD,47,لي حبيب,الرصد,مصدّر,"لي حبيب قد سمح لي :: بعده بعده بالوصال
من دموعي رقّ جسمي :: صرت مضنى كالخيال
وسعي كالبدر يجلّي :: وتبدّى كالهلال
وسقاني ووفالي :: ورماني ذا الغزال
غصن بان قد تبدّى :: بالمحاسن والجمال
ياله من ظبي مفدّى :: قد سبى بدر الكمال
وحوى في الثغر شهدا :: ذا الرّشا عذب المقال
وأسر بالجفن أسدا :: منه بالسحر الحلال",MLF-47-RSD-MSD.png,RSD.PNG
MLF-48-RSD-MSD,48,نعس الحبيب,الرصد,مصدّر,"نعس الحبيب وتذبلت وجناته :: وعيونه شواخص لم تنعس
غضي جفونك يا عيون النّرجس :: منك إستحيت إن أقبل مؤنسي
ولقد تحيّر اذ راك شواخصًا :: ترمينه بلواحظ المتفرّس
فاجابني منهن شواخص باقة :: بغصاحة من ألسن لم تخرس
قبّل حبيبك ما استطعت فإن من :: عاداتنا كتمان سرّ المجلس",MLF-48-RSD-MSD.png,RSD.PNG
MLF-49-RSD-MSD,49,يا محمد,الرصد,مصدّر,"يا محمد يا جوهرة عقدي :: يا قطب الأنام
المحبّة شوّشت لي عقلي :: وأفناني الغرام
كلّ حد له نصيب من الدّنيا وهواك لي نصيب
يا حياتي أنت في ذاتي حاضر ليس تغيب
أنت أسكرتني على سكري :: من لذيذ الشّراب
تم شاهدت وجهك القمري :: عند رفع الحجاب
تم خاطبتني كما أدري :: وفهمت الخطاب
وفهمت الخطاب بالقول أنا حالي عجيب
يا حياتي أنت في ذاتي حاضر ليس تغيب
رقتني الخمر للسّما مشروب :: في مكان سعيد
دعني نسكر ونعشق المحبوب :: كلّ يوم جديد
السّاقي الذي يقول لي توب :: ليس رأيه سديد
ونقول للعزول ما حيلتي أنا قولي عجيب
يا حياتي أنت في ذاتي حاضر ليس تغيب",MLF-49-RSD-MSD.png,RSD.PNG
MLF-50-RSD-MRB,50,قلبي يهوى معيشق,الرصد,مربع,"قلبي يهوى معيشق :: وسحر عقلي جماله
وله حويجب معرّق :: والجمال ربّي عطا له
والله آش دعاني نعشق :: في من لا يرعى وصاله
لآن قلبي بعشقه وغرامي ووجدي
المليح فعله يبقى والقبيح فلعه يلقى
يا ترى آش هو سعدي
حزت في القلب موضع :: لم تحوّل قطّ عنه
وأنا قلبي مولّع :: بالقسيمازي ولونو
ياغزالي لا ترّوع :: كل واحد وذنبه
أنا قلبي بعشقه أنا بالعشق وحدي
المليح فعله يبقى والقبيح فعله يلقى 
يا ترى آش هو سعدي",MLF-50-RSD-MRB.png,RSD.PNG
MLF-51-RSD-MRB,51,ماسبى عقلي,الرصد,مربع,"ما سبى عقلي سوى سحر الجفون :: ما سبى عقلي
حللو قتلي برمشات العيون :: حللو قتلي
عاذلي قل لي خلاصي كيف يكون :: يا عاذلي قل لي
من عيون الظبي في أكبادي جراح والوصال مرهم
من عويناتك يا سلطان الملاح يا سلام سلّم
يا قوام البان ما بين اللقاح :: يا قوام البان
جيش من النعمان على خدك فتح :: جيش من النعمان
على جمع الملاح :: أنت هو السلطان
لا تؤاخذني بأفعال قباح لا تؤاخذني
العفو يا حبيبي منك والسماح والخطا منّي
أسقني كويسًا بالله يا حبيب :: أسقني كويسًا
نغنموا شربة عن غيض الرّقيب :: نغنموا شربة
ونمتّع مقلني بيها عن قريب :: ونمتّع مقلتي
لا تؤاخذني بأفعال قباح :: لا تؤاخذني
العفو يا حبيبي منك والسماح والخطأ مني",MLF-51-RSD-MRB.png,RSD.PNG
MLF-52-RSD-MRB,52,يا صاحب البراعة,الرصد,مربع,"يا صاحب البراعة :: يا مخجل الهلال
روحي إليك وداعة :: أقبلها يا غزال
بصاحب الشفاعة :: أنعملي بالوصال
أنا دخيل فضلك :: وعيونك النّيام 
أكشف عن لثامك :: نجدّد السلام
حبيبي يا حبيبي :: يا لفتة الغزال
يا قامة القضيب :: يا طلعة الهلال
صلني وكن طبيبي :: يا بدر في الكمال
أنا دخيل فضلك :: وعيونك النّيام
أكشف عن لثامك :: نجدّد السلام
أنظر ترى المعاني :: وافهمني يا فتى
لا تنطق الأواني :: إلّا بما سكن
سبعًا هي الدّراري :: والشمس والقمر
أنا دخيل فضلك :: وعيونك النّيام
أكشف عن لثامك :: نجدّد السلام",MLF-52-RSD-MRB.png,RSD.PNG
MLF-53-RSD-BRW,53,أتاني زماني,الرصد,برول,"أتاني زماني بما أرتضي :: فبالله يا دهر لا تنقضي
ويا ليلة الوصل عودي لنا :: لأن الحبيب علينا رضى
سقاني بكأس الهوى شربة :: فعاينت في الكأس نورًا يضي
وبتنا على العهد نرعى الوداد :: وعهد المحبّين لا ينقضي",MLF-53-RSD-BRW.png,RSD.PNG
MLF-54-RSD-BRW,54,الخلاعة مقيمة في وادي فاس,الرصد,برول,"الخلاعة مقيمة في وادي فاس :: لأنه حسن بديع
عيني رأت شبّان صغار جلاس :: في مكان عالٍ رفيع
في مقام وهم يديرون الكاس :: على ذاك الرّبيع
الشّميسة مثل الذهب تسطع على تلك الشّجور
والسّواقي مثل السيوف تلمع والنّواعر تدور
هذا يوم قد لاح بالأنوار :: نور الصادق الأمين
مولد طه المصطفى المختار :: رحمة للعالمين
صلّوا عليه يا سادة يا ابرار :: على تاج المرسلين
الصّلاة دائمًا عليه تنفع :: في جميع الأمور
فيها نور الشّفيع المشفّع :: في ميعاد النّشور",MLF-54-RSD-BRW.png,RSD.PNG
MLF-55-RSD-BRW,55,الركايب ساروا عنّي,الرصد,برول,"الركايب ساروا عنّي وخلّفوني
الكب منحدر عول على السفر
ولم نجد صبر من فرقة الرّوار",MLF-55-RSD-BRW.png,RSD.PNG
MLF-56-RSD-BRW,56,درها على الكاسات,الرصد,برول,"درها على الكاسات :: زمزم يا نديمي
إملأ وأسقيني وطوف :: بالكأس نحوي
يستراح بالي وشربي :: راحي راحو
قد صفا وقتي وقد :: راق المدام",MLF-56-RSD-BRW.png,RSD.PNG
MLF-57-RSD-BRW,57,رشيق القد,الرصد,برول,"رشيق القد يا محلاه :: ظريف الشكل هيمني
قتلني ظلما يا ويلاه :: أخذ عقلي وجنني
أخذت العقل واش خليت :: ومثلك في الملاح ماريت
أخذت العهد ما وفيت :: بوصلك جود وارحمني
سبيت الناس بعيونك :: أصبحت اليوم مفتونك
فروحي يا رشا دونك :: فخذها ولا تعذّبني
سبيت الناس بالأحداق :: وحسن الخط في الأوراق
رشا من صنعة الخلاق :: سلب عرق الحيا منّي
هجرتوني على مثل آش :: وشمت الأعادي ليش
عسى في ليلى يطيب العيش :: تجوا عندي تهنوني",MLF-57-RSD-BRW.png,RSD.PNG
MLF-58-RSD-BRW,58,شعرك من جنح الغراب,الرصد,برول,"شعرك من جنح الغراب :: وخدّك ياقوت
قل لي يا زين الشّباب :: آش دووك النّعوت
زادوا على قلبي عذاب :: شفار مثل توت
سبحان من أعطاك الجمال :: والحسن العجيب
ندعوا الله بعيني نراك :: عاجل عن قريب
يا محلى شرب المدام :: أنا والحبيب
القمري ينوح والحمام :: بصوت عجيب
وإحنا في الهناء والتّمام :: عن غيض الرّقيب",MLF-58-RSD-BRW.png,RSD.PNG
MLF-59-RSD-BRW,59,فق يا الخمّار,الرصد,برول,"فق يا الخمّار :: إملألي كاسي وجدد
وغنّت الأطيار :: فوق الغصون تنشد
ورنّت الأوتار :: هاتوا كأسي نعربد
يشرح الأذهان :: يذهب الأحزان :: يا من هو يعطف عليّ
ما محلى الكاس ما بين الجلّاس على شمس العشية",MLF-59-RSD-BRW.png,RSD.PNG
MLF-60-RSD-BRW,60,قد خطفت نظرة,الرصد,برول,"قد خطفت نظرة في الزّقاق وأنا خاطم
أشعلتني جمرة في الحشا مع الخاطر
وأبيت ارعى طول الليل وأنا ساهر
أراقب الثريّا :: والنجوم إذا مالوا
يشهدوا عليّا :: الملاح فيما قالوا",MLF-60-RSD-BRW.png,RSD.PNG
MLF-61-RSD-BRW,61,مسكين من بالهوى مقيّد,الرصد,برول,"مسكين من بالهوى مقيّد :: سكران من شدّة الغرام
من يعشق المصطفى محمّد :: كيف يحلى له الفرش والمنام
أنا الذي همت باشتياقي :: هايم ومغرم ومستهام
مدامعي جرّحت أماقي :: من شدّة الوجد والغرام
لما سرى حادي النّياق :: واستقبل الشّرق والمقام
لازال في سيرة مجدّد :: ونقول يا كاشف الظلام
من يعشق المصطفى محمّد :: كيف يحلى له الفرش والمنام
بالله يا حادي النّياق :: أحملني للهاشمي الرّسول
المصطفى راكب البراق :: قد خصّه المولى بالقبول
لا زال في سيرة مجدّد :: ونقول يا كاشف الظلام
من يعشق المصطفى محمّد :: كيف يحلى له الفرش والمنام",MLF-61-RSD-BRW.png,RSD.PNG
MLF-62-RSD-BRW,62,يا عاذلي بالله,الرصد,برول,"يا عاذلي بالله :: دعني أزد عشقًا 
إذا نمُت بالله :: عشقي لمن يبقى
بالله ما احلا :: طعم الهوى يا صاح
عندي وما اغلا :: جماله الوضّاح
مهما بدا يجّلى :: يهيّج الافراح
الحب ما أنسى :: ومن يلم يشقى 
إذا نمت بالله :: عشقي لمن يبقى
ياذا الذي يدري :: بلابل الاشواق
قد لذّ لي سكري :: به على الإطلاق
هذا الهوى العذري :: تصبوا له العشّاق
وهمت في معنى :: عن غيره حقّا
إذا نمت بالله :: عشقي لمن يبقى",MLF-62-RSD-BRW.png,RSD.PNG
MLF-63-RSD-BRW,63,هل ترى يا حبّي,الرصد,برول,"هل ترى يا حبّي آش قلقك
حتى صرت تهجر من يعشقك
قال لي مر عنّي كي أرشقك
بسهام العين فتموت يا مسكين
قلت له يا حبّي قتلي حرام
إلى متى يا حبّي هذا الصّدود
نعشقك من صغري فاعطف وجود",MLF-63-RSD-BRW.png,RSD.PNG
MLF-64-RSD-BRW,64,وحسنك حين اشتهر,الرصد,برول,"وحسنك حين اشتهر :: في غرناطة وحدك :: وزينك زين الصّغار
وحين ما نقروا الوتر :: يشرق لنا ضيا خدّك :: ووجهك دورة قمر",MLF-64-RSD-BRW.png,RSD.PNG
MLF-65-RSD-ELJ,65,سلّم على ذاك الحبيب,الرصد,علّاجي,"سلّم على ذاك الحبيب اللي بدى منه الجفا
وقل له نار اللهيب في جاشي ما تنطفا
إذا غواك عنّي الرّقيب أصبر ولله الكفا
تحرج ولا ينفع حرج :: واتهبّني نيراني
لابد من ساعة فرج :: نارك يا سلطاني
يا هل ترى كان يرجعوا أحباب قلبي جيراني
حبل الوصال لا تقطعوا :: يا أهل الهوى ما حيلتي
فراقكم يا مصعبُه :: الله يصبّر لوعتي
تحرج ولا ينفع حرج :: واتهبّني نيراني
لابد من ساعة فرج :: نارك يا سلطاني",MLF-65-RSD-ELJ.png,RSD.PNG
MLF-66-RSD-ELJ,66,يخدم لي سعدي,الرصد,علّاجي,"يخدم لي سعدي :: بالانس والعيش الخصيب
قد كنت وحدي :: واليوم مجموع مع الحبيب
واللي في قصدي :: نلته على غيض الرّقيب
يزداد له كيّه :: حتى يذوق كأس المرار
اعطف عليّ محبوبي :: سلطان الصّغار",MLF-66-RSD-ELJ.png,RSD.PNG
MLF-67-SKA-BRW,67,اغفر ذنوبي,السيكه,برول,"إغفر ذنوبي يا ديّان :: أنت الرحمن
أنت القديم أنت المنّان :: أنت السّلطان
أعفو عليّ يا الهي وخذ بجاهي ياحنّان
الله لا تقطع لي نصيب
الله لا تقطع لي نصيب :: حتى أقبّل روضتك
ليش الحبيب ينسي الحبيب :: مصعب عليّ فرقتك
هذا جزاء قلبي الكئيب :: اللي حصل في عشقتلك
قللي علاش بدّلتني :: وصرت تحلف باليمين
ليش يا غزالي هجرتني :: الله حسيب الظالمين",MLF-67-SKA-BRW.png,SKA.PNG
MLF-68-SKA-BRW,68,الوي الوي,السيكه,برول,"الوي الوي ياسيدي الوي
ياويلي منّه عشقك يا خي",MLF-68-SKA-BRW.png,SKA.PNG
MLF-69-SKA-BRW,69,امسيت في,السيكه,برول,"أمسيت في أسر الذي ملكني خاضع دليل
لا هو سمح بالبيع ولا عتقني كيف السّبيل
يا من عشق يصبر على التّجني صبرًا جميل
عواقب الصبر الجميل تحمد فيها المنى",MLF-69-SKA-BRW.png,SKA.PNG
MLF-70-SKA-BRW,70,انا ياناس,السيكه,برول,"أنا ياناس أنا :: من فتنّي :: سيد الملاح
أنا من وجدي أنا :: يال فنّي :: زاد النّواح
أنا ليلي مضى :: قلّ صبري :: والعقل راح",MLF-70-SKA-BRW.png,SKA.PNG
MLF-71-SKA-BRW,71,إن الغرام,السيكه,برول,"إنّ الغرام يقتل بلا سلاح :: كلّه محن
كن حنونا وعطوفا بالملاح :: حرّم الوسن",MLF-71-SKA-BRW.png,SKA.PNG
MLF-72-SKA-BRW,72,بالهوى قلبي تعلّق,السيكه,برول,"بالهوى قلبي تعلق :: وجفى جفني المنام
والحشى منّي تمزّق :: ودموعي في إنسجام
جمع شملي قد تفرّق :: ياترى حبّي أراه
آه لولا البين ابكي :: مقلتي ما قلت آه
ذبت من جور الليالي :: وفنى جسمي الفراق
صار جسمي في إنتحال :: وقليبي في إحتراق
من يكن حالو كحالي :: قلّ أن يلقي دواه
مدّة الهجران طالت :: ياترى كيف العمل 
ودموع العين سالت :: مابقالي محتمل
حالتي في الكون حالت :: وبرى جسمي ضناه",MLF-72-SKA-BRW.png,SKA.PNG
MLF-73-SKA-BRW,73,بديت بذكر الحبيب,السيكه,برول,"بديت بذكر الحبيب :: وهمت وعيشي يطيب :: وعطف علينا الحبيب
لما دار الكاس ما بين الجلّاس 
وأحيتهم الأنفاس عنهم زال الباس
ساقاهم بكاس الرّضا عفى الله عما مضى
إشرب ياحبيبي وطيب :: وعاش في أمان الحبيب :: لقد غاب عنا الرّقيب
قم خلي الكاسات وأشرب بالطاسات
وأستغنم لدّات في مقام السّادات
بريق الحماقد أضاء عفى الله عما مضى
ياساقي ترفق بنا :: المولى غفر ذنبنا
إسقينا مدام وأنعم بالسّلام
ونحن هيام مع سادات كرام
والطف بنا في القضاء عفى الله عما مضى",MLF-73-SKA-BRW.png,SKA.PNG
MLF-74-SKA-BRW,74,بطلعة البدر,السيكه,برول,"بطلعة البدر :: قلبي ولهان
فريد في الغزلان :: وقدّه يزري
لوّع الأكنان :: ودمعتي تجري
وواصل يافتّان :: ولو وقت الفجر
يا أخي صلني :: ولو وقت السّحر :: واملأ ودنّي :: وقد حلى سكري
فزرني في البستان :: دوّر لنا الخمر
وأملالي القطعان :: فقد حان سكري
وحرّمن الأجفان :: خايف من الخطر
تكويني يافتّان :: بلحظك والشّفر
ياأخي صلني :: ولو وقت السّحر :: واملأ ودنّي :: وقد حلى سكري
نبكي من الأحزان :: قد ضرني سهري
يحكم على الدّيوان :: وجميع القطر
لك طلعة وشان :: في خدّك القمري
يشرح لنا الأذهان :: ممزوج بالنّسري
ياأخي صلني :: ولو وقت السّحر :: واملأ ودنّي :: وقد حلى سكري",MLF-74-SKA-BRW.png,SKA.PNG
MLF-75-SKA-BRW,75,قد زاد وجدي,السيكه,برول,"قد زاد وجدي في النّبي البهيج الخدّ المودّد
منيتي ياصاحب الفخر السّني الهاشمي الهادي أحمد
يا نزهة القلب وصدري ومرادي من ذكر برضاك يسعد
البها فيه تجمّل والجمال فيه تكمّل سعدنا يافوزنا بذاالرسول من حوضه نشرب ونورد
قد أتانا بالهدى والدّين الصّحيح أوضح لنا الدّين أحمد
لو نزوره صاحب الخدّ الجميل ينجلي كربي ونحمد
صاحب الفضل والقدر الرّفيع النبي الهاد الممجّد
البها فيه تجمّل والجمال فيه تكمّل سعدنا يافوزنا بذاالرسول من حوضه نشرب ونورد
نشربوا شربة من الحوش الرّفيع حوضك الصّافي المبرّد 
يابهجتي وفرحتي وسروري بصاحب التّاج المكمل
من رقى للسّبع الّطباق فوق البراق والاله له تجلى 
البها فيه تجمّل والجمال فيه تكمّل سعدنا يافوزنا بذاالرسول من حوضه نشرب ونورد",MLF-75-SKA-BRW.png,SKA.PNG
MLF-76-SKA-BRW,76,عيني وقلبي,السيكه,برول,"عيني وقلبي نشبني :: في محبتك ياغزالي
حبّك وكثر التجني :: علّمني سهر الليالي
النّاس هم فتون الناس :: مايتركو القلب سالي
دعه يجري مايجري :: أمّا الرّقيب كم نوالي
الحبّ سقاني خمرة :: عقلي ياصاحب مضى لي",MLF-76-SKA-BRW.png,SKA.PNG
MLF-77-SKA-BRW,77,ليلى وياليلى,السيكه,برول,"ليلى وياليلى مابين الأقمار :: والكأس يدور مابين جميع الأخبار
نشرب شربة هنيّة تهيّج الأفكار
من خمرة صافيه :: بيضا نقية
قم يانائم لا تنام :: ساعة هنية
ولايتّم العمل :: إلا بنيّه
صلوا على المصطفى :: خير البريْة",MLF-77-SKA-BRW.png,SKA.PNG
MLF-78-SKA-BRW,78,لوّع كنيني,السيكه,برول,"لوّع كنيني هذا الغزال :: خلى قليبي مندهش
ساهر ليالي من زمان :: حتى إذا طلع النّهار
فقلت يا هذا العزال :: إرحم قليبي ولا تخون
أصبر ولو ألفين عام وأموت قتيلا من الغرام
تكتب شهيدًا ياسلام مشهور مابين الأنام 
قد صار جسمي كالخيال :: صرت طريحًا في الفراش
فقال لي أصبر تنال :: آتي سويعه في الغلس
أعزم وكون من الرجال :: خاطر ولا تخشى العسس
أصبر ولو الفين عام وأموت قتيلا في الغرام
تكتب شهيدًا ياسلام مشهور مابين الأنام ",MLF-78-SKA-BRW.png,SKA.PNG
MLF-79-SKA-BRW,79,ياخلي البال,السيكه,برول,"ياخلي البال قد بلبلت بالبلبال بال
بالنّوا زلزلتني والعقل بالزلزال زال
يارشيق القد قد قوّست قدّك فاستقم
لأن حالي ثم بالي خالي الأشغال غال
نزهة الأرولح بدري قد حوى كلّ الجمال
لغصون البان يزري قدّه بالاعتدال
وسبى الغزال جارا مارعى حسن الجوار
في رضاه حار فكري لو يكن بعد المنال",MLF-79-SKA-BRW.png,SKA.PNG
MLF-80-SKA-BRW,80,ياطلعة البدر,السيكه,برول,"ياطلعة البدر :: العاشقين جمالك
ياباسم الثّغر :: لا تحرمني يارشا وصالك
بل إغتنم أجري :: روحي ومالي ياقمر فدالك
إنى ذهب عمري :: ومتّ مغدور طعين نصالك
وقد فرغ صبري :: وفي الهوى نجني حلالك
تفتر عن درّي :: كأنه جوهر قبالك
والله ما ءري :: أبدر تمام كمالك
أقسمت بالفجر :: وبالضّحى والليل إذا سجى لك
إنّي على السّر :: والعهد بالقي أرتجي نوالك",MLF-80-SKA-BRW.png,SKA.PNG
MLF-81-SKA-BRW,81,ياظريفا في المعاني,السيكه,برول,"ياظريفا في المعاني :: ذا الجفا عنّي منين
قال لي كم ذا التّواني :: أين أرحل عنك أين
كم أقاسي من سيوفك :: وأماني منك فين
ياقمر نحن ضيوفك :: وترانا فرض عين
كم ليالي ما أشوفك :: يابهيّ الوجنتين 
قال دعني لا تراني :: أبدًا في الحالتين",MLF-81-SKA-BRW.png,SKA.PNG
MLF-82-SKA-BRW,82,ياعيوني,السيكه,برول,"ياعيوني ساعدوني :: وأهجرو طيف المنام
في هوى من بالمحاسن :: فاق عن جمع الأنام
وأنت ياقلبي تصبّر :: وأحذر من شدة الغرام",MLF-82-SKA-BRW.png,SKA.PNG
MLF-83-SKA-BRW,83,يا ل قومي,السيكه,برول,"يال قومي ضيّعوني :: ورأوا قتلي مباحا
للمنايا أسلموني :: عندما سلو السّفاحا 
صرت لما تركوني :: أملأ الدّنيا صياحا
ضيّعوني ببديل مابه بعض الجمال
ولهم كم من قتيل بلحاظ كالنّبال
غيّبو طلعة شمسي :: عدّموا منها البديلا
خلّفو من بعد أنسي :: في الحشا نارًا شعيلة
لو فدتني كلّ نفس :: كانت في حقي قليلة
منعوني من حماهم لا ولا راعو صنيعا
لو درو ماضاع منهم قاتلوا عنّي جميعًا",MLF-83-SKA-BRW.png,SKA.PNG
MLF-84-SKA-BRW,84,يامحرمة خبّريني ,السيكه,برول,"يامحرمة خبّريني :: عن حبّي نايم فين
نايم على فرش عالي :: أسمر كحيل العين 
طلبت منه الوصال :: فقال لي نهار الاثنين
أمّا نهار الثّلاث :: ففيه قتل الحسين",MLF-84-SKA-BRW.png,SKA.PNG
MLF-85-SKA-ELJ,85,أوحد ولا أبالي,السيكه,علّاجي,"أوحد ولا أبالي على غزالي
يا ألف ما شاءالله على الحبايب",MLF-85-SKA-ELJ.png,SKA.PNG
MLF-86-SKA-ELJ,86,ذا اللحظ,السيكه,علّاجي,"ذا اللحظ قد سحر عقلي ولبّي يفداه
فؤادي ينتظر في الوصال فمتى يلقاه
قليبي ينفطر قد طال بي الوقت
روحي في خطر محفوفه بالموت",MLF-86-SKA-ELJ.png,SKA.PNG
MLF-87-SKA-ELJ,87,زارني حبّي,السيكه,علّاجي,"زارني حبّي بعد ما جفا :: وآتبدّد كربي
وأتيقّنت بخاطر أصفا :: حين أبغا قربي
وأجذبني بالصدّق والوفا :: وأقلع عن حجبي
وظهر لي سرّما خفي عنّي في جذبي
نار غرامي ماتنطفا :: عمري من قلبي
ما منّي لك مخلّفا :: يقتل أو يسبي
لاموني في هواه ما كفا :: وأتّقوا عجبي 
وأنا حالي ماينتفى راسخ في شربي",MLF-87-SKA-ELJ.png,SKA.PNG
MLF-88-SKA-ELJ,88,قد بشّرت,السيكه,علّاجي,"قد بشّرت بقدومكم ريح الصّبا
أهلا بكم يازائرين ومرحبا
قد أشرقت أرواحنا ترجو اللقا
ياحسنه لما أتانا وأطربا
إلى اللقاء قلبي يميل :: آنستم مرحبا",MLF-88-SKA-ELJ.png,SKA.PNG
MLF-89-SKA-ELJ,89,يا امام المرسلين,السيكه,علّاجي,"يا إمام المرسلين :: ياشفيع المذنبين
أرسلك مولى الموالي :: رحمة للعالمين
النّبي الهادي الممجّد من أتانا بالصّلاة
ياصالح المصلحين :: ياشفيع المذنبين 
أرسلك مولى الموالي :: رحمة للعالمين
ياقمر فوق الثّريا :: بالبها مالك مثيل
ردّك الرحمن ليّا :: داويني جسمي عليل",MLF-89-SKA-ELJ.png,SKA.PNG
MLF-90-SKA-MSD,90,الذهب يزداد حسنًا إذا انتقش,السيكه,مصدّر,"الذهب يزداد حسنًا اذا أنتقش :: أيّها الواشي
والزّهر عن خد بدري كالنّمش :: زاد شي عن شي
خذ دا المحبوب يشرق بالفتوش :: من دوحة شاش
كأنّه البدر على تلك العروش :: ليلة أربعطاش
علّني وأعمل على قتلى :: ما علمت علاش
لو علمت أنّه على قتلي فتش :: إليه ما نمشي
ذا الغزال الذي بعقلي قد مشى :: ذابل التّرميش
رعبني معشوق مثله ما ينشا :: في وطن التّرشيش
أرسل إليّ من الجيوش المعطّشا :: جيش يعقب جيش
كلّ جيش قلبي منه يرتعش :: إنكدر عيشي",MLF-90-SKA-MSD.png,SKA.PNG
MLF-91-SKA-MSD,91,اواه من جور الهوى,السيكه,مصدّر,"أوّاه من جور الهوى هواني :: من بعد عيشي الهني
وأستأسرتني صحبة الغواني :: وكنت عنها غني
لم أنسه لما مشى وجاني :: بورد خدّه ألجني
وقال خذها أوّلا وثاني وبعدها في مامن
جمع القماري كلّهم يتامى :: وصرت معاهم يتيم
وهم دواهم صادح البشامه :: وأنا دوايا عليم
ياعاذلي لا تكثر الملامة :: في من شرد مثل ريم",MLF-91-SKA-MSD.png,SKA.PNG
MLF-92-SKA-MSD,92,قطر الندى,السيكه,مصدّر,"قطر النّدى رش البطاح :: يانائمين الليل راح
يانائمين لا ترقدوا :: وسط الرّياض قوموا عريدوا
واذا حلى قوموا جدّدوا 
وامزج لنا راحًا براح يانائمين الليل راح
ضو الصّباح لمّا بدى :: نشر علامو فوق ردا
قل للعشيق قلبي غدا
كيف غدى والفجر لاح يانائمين الليل راح",MLF-92-SKA-MSD.png,SKA.PNG
MLF-93-SKA-MSD,93,عذّبت قلبي,السيكه,مصدّر,"عذّبت قلبي بالجفا :: والهجر والصّدّ
ياخلّ صلني ما كفا :: وأجعل لذا حدّ
كم ذا تعد ولا وفا :: أطلت ذا الوعد
ياظبي نافر للأسد آسر :: يامائس القدّ الرّشيق :: يكفيك تهاجر
سبحان ربّي كمّلك :: بالحسن سلطان 
هل أنت ياحبّي ملك :: في شكل إنسان
أو أنت بدر في فلك :: أو ظبّي نعمان
سلطان آمر مالك مناظر :: يحكم على أهل الفريق :: وربع عامر
قصّر بحقك ذا الصدود :: لماذا التجافي
ما آن ياخلّي تعود :: ولي توافي
فليس صادق في العهود :: صبّ خلافي
تحت الأوامر بالروح اخاصر :: عسى أفوز برشف ريق :: فاق السّكاكر",MLF-93-SKA-MSD.png,SKA.PNG
